Sale_Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Years Since Renovation,Condition_of_the_House_Excellent,Condition_of_the_House_Fair,Condition_of_the_House_Good,Condition_of_the_House_Okay,Ever_Renovated_Yes,Waterfront_View_Yes,Zipcode_Group_Zipcode_Group_1,Zipcode_Group_Zipcode_Group_2,Zipcode_Group_Zipcode_Group_3,Zipcode_Group_Zipcode_Group_4,Zipcode_Group_Zipcode_Group_5,Zipcode_Group_Zipcode_Group_6,Zipcode_Group_Zipcode_Group_7,Zipcode_Group_Zipcode_Group_8,Zipcode_Group_Zipcode_Group_9
344900.0,4,2.5,2150.0,7670.0,1.0,0,7,1240.0,910,42,47.3942,-122.189,1610.0,7350,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840000.0,3,2.5,2060.0,9715.0,2.0,0,8,2060.0,0,94,47.6961,-122.316,1240.0,7072,11,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
285000.0,3,1.5,1380.0,12196.0,1.0,0,7,1380.0,0,51,47.3204,-122.322,1600.0,10720,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
475000.0,4,2.25,1800.0,7200.0,1.0,0,7,1230.0,570,39,47.7717,-122.376,2260.0,7498,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
420000.0,2,1.0,1460.0,7832.0,1.0,0,6,1460.0,0,94,47.4617,-122.346,1460.0,7632,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
685000.0,3,2.0,2210.0,5000.0,1.5,2,7,1710.0,500,109,47.6754,-122.357,1920.0,5000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
879000.0,4,3.0,3590.0,89640.0,2.0,0,10,3590.0,0,13,47.7557,-122.036,2790.0,54014,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
197200.0,3,1.0,1140.0,8775.0,1.0,0,6,990.0,150,76,47.4824,-122.336,1300.0,8775,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
529950.0,3,1.0,1240.0,5000.0,1.5,0,7,1240.0,0,109,47.6755,-122.367,1240.0,4900,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1090000.0,4,2.5,4340.0,141570.0,2.5,0,10,4340.0,0,26,47.6805,-122.048,2720.0,97138,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
792000.0,3,1.5,1570.0,1050.0,2.0,0,8,1570.0,0,103,47.6358,-122.356,2070.0,3600,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
262000.0,3,2.5,1680.0,10300.0,2.0,0,7,1680.0,0,24,47.31399999999999,-122.001,1680.0,9849,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
353900.0,3,1.75,1560.0,5760.0,1.0,0,6,780.0,780,91,47.5272,-122.359,1320.0,7680,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380000.0,1,1.5,1200.0,44866.0,1.5,0,7,1200.0,0,35,47.7205,-121.93,1480.0,67082,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
305000.0,3,2.5,1690.0,5175.0,2.0,0,7,1690.0,0,16,47.3564,-122.016,1830.0,5175,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
440000.0,4,2.0,2310.0,5004.0,1.0,0,7,1430.0,880,24,47.5471,-122.298,1630.0,5060,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1010000.0,4,3.5,2650.0,3060.0,2.0,0,9,2060.0,590,17,47.6735,-122.332,1470.0,3060,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
549900.0,5,3.0,3610.0,7555.0,2.0,0,8,3610.0,0,15,47.3534,-122.012,3610.0,7979,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
678500.0,4,3.0,2620.0,214750.0,2.0,0,8,2620.0,0,26,47.4239,-122.068,2060.0,212137,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
270000.0,3,2.25,1760.0,8287.0,1.0,0,7,1160.0,600,32,47.4501,-122.274,1290.0,9587,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,3,1.0,940.0,12521.0,1.5,0,7,940.0,0,69,47.7169,-122.331,1920.0,9046,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1129575.0,5,4.25,4830.0,8050.0,2.5,2,10,3710.0,1120,104,47.5789,-122.286,4470.0,9194,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
790500.0,4,2.75,3350.0,5416.0,2.0,0,9,3350.0,0,4,47.6849,-122.016,3625.0,5637,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
447450.0,3,2.25,1570.0,7200.0,2.0,0,8,1570.0,0,27,47.7332,-122.232,1620.0,7318,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
375000.0,3,2.0,2240.0,5200.0,1.0,0,7,1630.0,610,64,47.6191,-122.296,1470.0,3775,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
565000.0,4,2.0,1950.0,9940.0,1.0,0,7,1950.0,0,55,47.6332,-122.118,1920.0,9270,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
400000.0,2,1.0,1010.0,3916.0,1.0,2,6,810.0,200,100,47.5728,-122.306,1580.0,3888,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
246000.0,3,1.5,1630.0,10200.0,1.0,0,8,1300.0,330,42,47.3155,-122.364,1960.0,6700,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
329922.0,3,1.75,1420.0,6289.0,1.0,0,7,1100.0,320,51,47.7398,-122.314,1460.0,7402,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1129575.0,5,3.25,3950.0,44431.0,1.0,0,10,2100.0,1850,49,47.6451,-122.173,3860.0,45870,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
375000.0,3,1.0,1210.0,7425.0,1.0,0,6,1210.0,0,108,47.7125,-122.33,1260.0,7425,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
385000.0,3,1.75,1890.0,9920.0,1.0,0,7,1230.0,660,74,47.7327,-122.306,1380.0,9086,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
591500.0,4,2.5,1690.0,4080.0,1.5,0,7,1140.0,550,106,47.6825,-122.379,1600.0,4590,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
255000.0,4,2.0,2560.0,12155.0,1.0,0,7,1350.0,1210,58,47.3326,-122.323,1790.0,11906,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
275000.0,3,1.5,1350.0,7800.0,1.0,0,7,1350.0,0,59,47.4805,-122.158,1510.0,8040,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
800000.0,4,2.75,3120.0,5000.0,2.0,0,9,3120.0,0,8,47.594,-122.062,3200.0,5000,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
327000.0,2,1.0,1140.0,7435.0,1.0,0,7,1140.0,0,66,47.73,-122.31,1320.0,9385,26,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
355000.0,4,1.5,2230.0,11536.0,1.0,1,7,1220.0,1010,64,47.4409,-122.348,2170.0,12465,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
310000.0,2,1.0,1050.0,8220.0,1.0,0,6,780.0,270,71,47.7598,-122.316,1340.0,7651,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
869000.0,5,3.25,4180.0,49222.0,2.0,0,8,2880.0,1300,39,47.5488,-122.094,3170.0,8029,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
272000.0,3,2.0,1200.0,5700.0,1.0,0,7,1200.0,0,76,47.5031,-122.242,1190.0,6384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665000.0,5,2.25,3320.0,60984.0,2.0,0,9,3320.0,0,18,47.4862,-121.718,1580.0,55322,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
225000.0,3,2.5,1590.0,8449.0,2.0,0,7,1590.0,0,29,47.3493,-122.177,1750.0,7172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
375000.0,3,2.5,2750.0,37096.0,2.0,0,9,2750.0,0,29,47.3732,-122.023,2700.0,40091,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
375500.0,3,1.5,1530.0,7200.0,1.0,0,8,1530.0,0,43,47.7691,-122.297,2150.0,7216,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
550000.0,3,1.75,1570.0,6500.0,1.0,0,7,920.0,650,70,47.565,-122.398,1570.0,5750,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
248000.0,3,1.0,1470.0,7680.0,1.0,0,7,1220.0,250,72,47.5276,-122.359,1470.0,6784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
546940.0,3,1.0,1470.0,7680.0,1.0,0,7,1220.0,250,72,47.5276,-122.359,1470.0,6784,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
680000.0,4,3.0,3150.0,6175.0,2.0,0,9,3150.0,0,17,47.5968,-122.017,3150.0,6986,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
350000.0,4,2.5,2380.0,6124.0,2.0,0,8,2380.0,0,21,47.3662,-122.175,2170.0,6097,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
593000.0,2,2.5,2000.0,2500.0,3.0,1,8,1810.0,190,24,47.5788,-122.396,1970.0,5650,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
390000.0,2,1.0,1140.0,8147.0,1.0,0,7,1140.0,0,60,47.7278,-122.289,1260.0,8148,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
297000.0,3,1.0,1340.0,18000.0,1.0,0,7,1340.0,0,94,47.4443,-122.509,1660.0,196591,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
355000.0,2,1.0,1450.0,9150.0,1.0,0,7,1450.0,0,53,47.4689,-122.277,1440.0,10636,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
309900.0,3,2.5,2020.0,26670.0,2.0,0,7,2020.0,0,31,47.2597,-122.31,1680.0,10939,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
257000.0,3,2.25,1810.0,12000.0,2.0,0,7,1810.0,0,26,47.3476,-122.3,1720.0,9916,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129575.0,4,3.0,3600.0,9687.0,2.0,0,9,3600.0,0,59,47.6257,-122.208,2620.0,10400,22,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
300000.0,3,2.0,1260.0,2550.0,2.0,0,7,1260.0,0,31,47.6821,-122.378,1590.0,3825,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
500000.0,3,2.0,1560.0,1156.0,3.0,0,8,1560.0,0,4,47.605,-122.304,1560.0,1728,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
900000.0,8,4.0,4020.0,7500.0,1.0,0,8,2010.0,2010,50,47.6732,-122.363,1560.0,3737,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
695000.0,4,3.0,3150.0,9130.0,2.0,0,9,3150.0,0,17,47.5974,-122.017,2970.0,6228,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
213400.0,4,2.5,1680.0,6655.0,2.0,0,7,1680.0,0,17,47.3867,-122.191,1680.0,6982,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
425000.0,2,1.0,1320.0,8830.0,1.0,0,7,1020.0,300,79,47.6433,-122.404,1620.0,8531,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
420000.0,3,3.0,2700.0,47050.0,2.0,0,9,1570.0,1130,32,47.4446,-122.104,2260.0,45901,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
411000.0,1,1.0,1080.0,5000.0,1.5,0,7,1080.0,0,70,47.6603,-122.394,1620.0,4000,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
762500.0,4,2.25,3130.0,41382.0,2.0,0,9,3130.0,0,32,47.6683,-122.034,3130.0,54886,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
569950.0,5,4.5,4850.0,40902.0,2.0,0,10,4850.0,0,17,47.3181,-122.344,1640.0,13503,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
258000.0,4,1.0,1220.0,8500.0,1.5,0,6,1220.0,0,102,47.4792,-122.277,1460.0,8500,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499000.0,3,2.25,1780.0,3665.0,2.0,0,8,1780.0,0,14,47.5495,-121.997,1770.0,3669,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
310000.0,3,1.0,1250.0,10723.0,1.0,0,7,1250.0,0,57,47.4894,-122.135,1520.0,10723,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
398500.0,2,2.5,1780.0,1311.0,3.0,0,8,1350.0,430,13,47.6962,-122.34,1390.0,1227,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
250600.0,4,2.5,1930.0,8660.0,1.0,0,7,1120.0,810,37,47.3261,-122.26,1830.0,9591,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
352000.0,4,2.5,2470.0,6116.0,1.0,0,7,1420.0,1050,33,47.3792,-122.047,1670.0,7627,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
600000.0,2,1.0,1180.0,2160.0,1.0,1,7,940.0,240,109,47.6313,-122.368,2700.0,5400,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
645000.0,3,1.0,2270.0,4182.0,1.0,0,7,1170.0,1100,72,47.688,-122.32,1860.0,4080,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
291500.0,4,2.5,1770.0,5000.0,2.0,0,7,1770.0,0,14,47.3503,-122.005,2080.0,5100,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
350000.0,4,1.75,2250.0,13515.0,1.0,0,8,2150.0,100,78,47.3789,-122.229,2150.0,12508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
279000.0,3,2.5,1540.0,7280.0,1.0,0,7,1080.0,460,44,47.3102,-122.322,1220.0,6440,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
320000.0,2,1.0,820.0,5400.0,1.0,0,6,820.0,0,78,47.6976,-122.375,1370.0,5632,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
495000.0,2,2.0,1580.0,5203.0,1.0,0,8,1580.0,0,14,47.7174,-122.032,1560.0,4770,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
490000.0,4,2.5,2430.0,42646.0,1.0,0,7,1450.0,980,29,47.6164,-121.953,2000.0,38159,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
770000.0,5,1.5,2160.0,5000.0,1.5,2,8,2160.0,0,92,47.6645,-122.36,1450.0,4265,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
215000.0,3,1.75,1770.0,29004.0,1.0,0,8,1770.0,0,59,47.3204,-122.364,2300.0,24534,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
665000.0,3,3.5,3580.0,95832.0,1.5,0,9,3580.0,0,13,47.4239,-122.015,2880.0,60548,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
423500.0,3,2.25,1890.0,7498.0,1.0,0,7,1190.0,700,31,47.73,-122.297,1660.0,8100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
850000.0,3,3.0,1910.0,4800.0,1.5,0,9,1910.0,0,118,47.6572,-122.346,1280.0,1310,26,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
155000.0,2,1.0,910.0,6232.0,1.0,0,6,910.0,0,75,47.5328,-122.272,1070.0,6232,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
505000.0,3,2.25,1460.0,7210.0,1.0,0,7,1460.0,0,55,47.6316,-122.119,1850.0,7519,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
780000.0,3,3.5,3310.0,5558.0,2.0,0,9,3310.0,0,13,47.5553,-122.003,3310.0,5270,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
165000.0,3,1.5,1630.0,22764.0,1.0,0,7,1630.0,0,48,47.3611,-122.293,1620.0,17859,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
707000.0,2,2.5,2130.0,5001.0,1.0,0,8,1330.0,800,46,47.6573,-122.399,1750.0,6000,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
497000.0,3,2.5,1220.0,1475.0,3.0,0,8,1220.0,0,18,47.6909,-122.395,1220.0,1546,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
349170.0,4,1.75,1670.0,8856.0,1.0,2,7,1070.0,600,63,47.5056,-122.251,1660.0,8088,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
287000.0,4,1.5,1300.0,10050.0,1.5,0,7,1300.0,0,55,47.4899,-122.116,1730.0,10050,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1129575.0,4,2.5,3220.0,20251.0,1.0,0,10,3220.0,0,49,47.5692,-122.192,4200.0,22114,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
645000.0,4,2.5,2430.0,14400.0,1.0,0,8,1670.0,760,55,47.6202,-122.138,2140.0,9048,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
238000.0,5,2.25,2240.0,9652.0,2.0,0,7,2240.0,0,28,47.4249,-122.211,2180.0,11644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
328000.0,5,2.25,2240.0,9652.0,2.0,0,7,2240.0,0,28,47.4249,-122.211,2180.0,11644,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365000.0,2,1.5,790.0,1123.0,2.0,0,8,700.0,90,15,47.651,-122.368,1370.0,1281,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
380000.0,3,1.0,1380.0,8147.0,1.0,0,7,1380.0,0,70,47.7407,-122.3,1360.0,8147,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
525000.0,4,1.5,1680.0,10500.0,2.0,0,7,1680.0,0,56,47.6806,-122.166,1830.0,10264,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
402000.0,4,2.25,2000.0,3672.0,2.0,0,7,1650.0,350,92,47.6769,-122.383,2000.0,5100,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
308000.0,2,1.0,1680.0,9250.0,1.0,0,7,860.0,820,49,47.7618,-122.162,1590.0,9542,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
405000.0,3,2.5,1960.0,6997.0,2.0,0,7,1960.0,0,12,47.5415,-121.887,2320.0,5178,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
808000.0,3,1.75,2590.0,32380.0,1.0,0,8,2590.0,0,67,47.7539,-122.37,2340.0,28456,23,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
875000.0,4,3.5,3790.0,6874.0,2.5,0,9,3790.0,0,8,47.6956,-122.022,3370.0,6535,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
860000.0,3,2.5,2370.0,55321.0,3.0,0,8,2370.0,0,36,47.6148,-122.057,2590.0,41553,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
367500.0,4,2.25,1930.0,7925.0,1.0,0,8,1300.0,630,58,47.7626,-122.312,1930.0,7200,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
604000.0,6,3.5,2580.0,13572.0,1.0,0,8,1290.0,1290,31,47.6796,-122.113,2020.0,11656,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
230000.0,2,0.75,890.0,19703.0,1.0,0,6,890.0,0,84,47.4922,-121.783,1270.0,9800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
435000.0,4,2.75,2160.0,8148.0,1.0,0,7,1410.0,750,40,47.7261,-122.306,2060.0,8100,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
347500.0,4,2.5,1970.0,7098.0,2.0,0,7,1970.0,0,11,47.3576,-122.058,1970.0,5361,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
525000.0,4,1.75,1570.0,16697.0,1.0,2,7,1030.0,540,37,47.67100000000001,-122.135,1560.0,9698,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
280000.0,2,1.5,1480.0,15641.0,1.0,0,7,1480.0,0,78,47.5008,-122.366,1520.0,7525,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
490000.0,2,1.5,1480.0,15641.0,1.0,0,7,1480.0,0,78,47.5008,-122.366,1520.0,7525,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
265000.0,4,1.75,1430.0,5490.0,1.0,0,6,1430.0,0,76,47.494,-122.184,1030.0,5900,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
645000.0,4,2.25,2720.0,18295.0,1.0,0,8,2000.0,720,39,47.5851,-122.073,2720.0,18295,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
390000.0,3,2.25,2420.0,31497.0,1.0,0,8,1750.0,670,54,47.4422,-122.151,2040.0,30472,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
267500.0,3,2.5,1400.0,7629.0,1.0,0,7,1120.0,280,30,47.3788,-122.179,1530.0,7688,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1129575.0,4,3.5,5844.0,10766.0,2.0,1,10,5844.0,0,11,47.3293,-122.364,3413.0,10766,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
404000.0,4,1.75,1840.0,10720.0,1.0,0,7,960.0,880,60,47.6074,-122.125,1840.0,9044,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
380000.0,3,2.25,2530.0,12042.0,2.0,0,8,2530.0,0,29,47.3742,-122.125,2480.0,10172,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
812500.0,4,2.75,2810.0,10300.0,1.0,0,9,1810.0,1000,40,47.5626,-122.149,2710.0,9900,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
265000.0,3,1.0,1020.0,8610.0,1.0,0,7,1020.0,0,59,47.4974,-122.169,1070.0,5940,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
480000.0,5,2.75,2550.0,7725.0,1.0,0,8,1390.0,1160,51,47.5388,-122.171,2450.0,7725,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
264000.0,1,1.0,710.0,4725.0,1.0,0,6,710.0,0,79,47.7328,-122.34,900.0,5250,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1129575.0,5,3.0,5530.0,38816.0,1.5,2,10,5530.0,0,49,47.7352,-122.116,3800.0,44417,22,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
550000.0,4,1.75,2150.0,9000.0,1.0,0,7,1110.0,1040,52,47.6812,-122.113,2040.0,9000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
615000.0,2,1.5,880.0,2400.0,1.5,0,7,880.0,0,89,47.6144,-122.295,1220.0,4440,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
464000.0,3,1.75,1630.0,28600.0,1.0,0,8,1630.0,0,51,47.7742,-122.14,2260.0,26000,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
365000.0,3,1.0,1380.0,30940.0,2.0,0,8,1380.0,0,42,47.334,-122.106,2350.0,32500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
490000.0,4,2.25,2800.0,10800.0,1.0,0,8,1680.0,1120,41,47.7448,-122.177,2260.0,9800,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
280927.0,4,2.25,2070.0,7350.0,2.0,0,8,2070.0,0,41,47.3615,-122.274,2080.0,7210,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282613.0,2,1.0,830.0,6017.0,1.0,0,6,830.0,0,64,47.7466,-122.334,1340.0,6040,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
675000.0,3,2.25,2770.0,15886.0,2.0,0,10,2770.0,0,36,47.7464,-122.362,3290.0,15886,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
575550.0,4,2.5,2060.0,7475.0,1.0,0,8,1440.0,620,33,47.7272,-122.105,2280.0,8396,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
259900.0,3,2.0,1490.0,7770.0,1.0,0,7,1490.0,0,28,47.3686,-122.09,1540.0,7366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
450000.0,4,2.25,2120.0,8267.0,2.0,0,8,2120.0,0,22,47.4885,-121.779,2150.0,7746,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
487500.0,4,2.5,2810.0,6296.0,2.0,0,9,2810.0,0,5,47.5019,-122.151,2850.0,6140,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
275000.0,4,2.25,2400.0,17842.0,2.0,0,7,2400.0,0,45,47.2866,-122.217,1610.0,12100,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
305000.0,3,2.5,2460.0,5027.0,2.0,0,8,2460.0,0,16,47.372,-122.102,2740.0,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395000.0,3,1.75,2030.0,217800.0,1.0,2,8,2030.0,0,41,47.2618,-122.12,2570.0,216057,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
215000.0,3,1.0,880.0,7648.0,1.0,2,6,880.0,0,78,47.1963,-121.997,1020.0,7566,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
410000.0,3,2.0,1320.0,6000.0,1.5,0,7,1320.0,0,98,47.5752,-122.304,1620.0,4000,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
440000.0,4,2.5,2160.0,7826.0,1.0,0,7,1390.0,770,42,47.7754,-122.276,2190.0,9900,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
1129575.0,4,3.5,4190.0,15724.0,2.0,2,10,4190.0,0,24,47.5518,-122.096,3300.0,10113,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
500000.0,4,2.0,2280.0,7200.0,1.0,0,7,2280.0,0,62,47.7132,-122.355,1100.0,7620,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
961000.0,5,2.75,2590.0,6120.0,2.0,0,8,2590.0,0,109,47.6667,-122.327,1390.0,3060,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
825000.0,4,2.25,2770.0,9340.0,2.0,0,9,2770.0,0,39,47.5628,-122.081,3010.0,9340,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
734000.0,3,1.75,2145.0,3840.0,1.5,0,8,2145.0,0,108,47.6875,-122.357,1140.0,3840,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
490000.0,4,4.25,4480.0,5715.0,2.0,0,7,3680.0,800,15,47.37300000000001,-122.179,2190.0,6070,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175000.0,4,2.5,1780.0,6000.0,2.0,0,7,1780.0,0,27,47.3828,-122.302,1630.0,6000,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
190000.0,1,1.0,720.0,4800.0,1.0,0,6,720.0,0,104,47.5303,-122.27,1240.0,4860,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
305000.0,4,2.25,2050.0,12581.0,2.0,0,7,2050.0,0,40,47.3215,-122.204,1620.0,7400,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
