ID,Date House was Sold,Sale Price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,Waterfront View,No of Times Visited,Condition of the House,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Renovated Year,Zipcode,Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft)
9828201725,14 May 2017,387500.0,4,1.0,1320.0,4440.0,1.5,No,None,Fair,7,1320.0,0,89,0,98122.0,47.6145,-122.295,1260.0,4440
9352901085,15 February 2016,256000.0,3,1.0,1290.0,4720.0,1.0,No,None,Fair,6,790.0,500,70,0,98106.0,47.5186,-122.35799999999999,1110.0,4720
4104910040,14 July 2017,548000.0,4,2.5,2440.0,11005.0,2.0,No,None,Fair,9,2440.0,0,24,0,98056.0,47.5318,-122.176,2590.0,14754
6147600040,15 February 2016,163000.0,3,1.75,1290.0,4811.0,1.0,No,None,Fair,7,1290.0,0,22,0,98032.0,47.3912,-122.234,1310.0,4811
6371000026,15 January 2016,367500.0,2,2.0,1030.0,600.0,2.0,No,None,Fair,8,680.0,350,14,0,98116.0,47.5788,-122.41,1120.0,1267
8121100147,14 July 2017,390000.0,3,2.25,1640.0,2875.0,2.0,No,None,Fair,6,1240.0,400,35,0,98118.0,47.5686,-122.286,1500.0,3960
6152900332,14 August 2017,415000.0,4,2.5,1160.0,16008.0,1.0,No,None,Good,7,1160.0,0,29,0,98155.0,47.7643,-122.295,1570.0,12645
9522600120,14 October 2017,449000.0,4,2.25,2230.0,8440.0,2.0,No,None,Good,8,2230.0,0,50,0,98011.0,47.7558,-122.21700000000001,2160.0,9412
2207200405,14 July 2017,460000.0,5,2.0,1910.0,12264.0,1.0,No,None,Good,7,1010.0,900,55,0,98007.0,47.601000000000006,-122.134,1700.0,9179
203900690,14 December 2017,395000.0,4,2.0,1980.0,15354.0,1.0,No,None,Fair,7,1980.0,0,41,0,98053.0,47.63800000000001,-121.96799999999999,1420.0,12300
252000300,15 January 2016,300000.0,3,2.0,1470.0,16500.0,1.0,No,None,Fair,7,1470.0,0,57,0,98042.0,47.3617,-122.061,1720.0,14406
8899100230,15 March 2016,345000.0,3,1.75,1520.0,7439.0,1.0,No,None,Good,7,1520.0,0,49,0,98055.0,47.457,-122.208,1650.0,7500
685000265,15 January 2016,825000.0,3,1.75,1930.0,8442.0,1.0,No,None,Good,7,1930.0,0,65,0,98004.0,47.6313,-122.204,1790.0,8442
2705600068,15 March 2016,539950.0,3,2.5,1330.0,2180.0,3.0,No,None,Fair,8,1330.0,0,4,0,98117.0,47.6987,-122.365,1330.0,5000
3326059191,14 June 2017,410000.0,4,2.0,1580.0,9581.0,1.0,No,None,Fair,7,1580.0,0,65,0,98033.0,47.692,-122.165,1580.0,10552
1207000025,14 August 2017,245000.0,3,1.0,1370.0,6000.0,1.0,No,None,Fair,7,1370.0,0,63,0,98146.0,47.4879,-122.339,1370.0,9520
3288301050,14 August 2017,482000.0,4,2.75,3010.0,15750.0,1.0,No,None,Good,8,1560.0,1450,45,0,98034.0,47.7336,-122.18299999999999,2110.0,9450
9407001500,14 August 2017,270000.0,3,1.75,1390.0,9000.0,1.0,No,None,Good,7,1390.0,0,40,0,98045.0,47.4469,-121.772,1400.0,9697
3882300090,14 December 2017,475000.0,3,1.75,1330.0,14560.0,1.0,No,None,Fair,7,1330.0,0,35,0,98052.0,47.6599,-122.135,1510.0,9890
2926049221,14 October 2017,445800.0,3,2.0,1320.0,6500.0,1.0,No,None,Fair,7,1320.0,0,71,0,98125.0,47.7119,-122.319,1110.0,6592
2121000300,15 February 2016,518000.0,4,3.0,2430.0,11670.0,1.0,No,None,Good,7,1330.0,1100,40,0,98034.0,47.7307,-122.228,1580.0,10464
3885801970,14 August 2017,785000.0,2,0.75,1260.0,4800.0,1.5,No,Twice,Good,6,1080.0,180,76,0,98033.0,47.6843,-122.212,2660.0,7200
3869900120,15 February 2016,430000.0,3,2.5,1690.0,1310.0,2.0,No,None,Fair,8,1140.0,550,14,0,98136.0,47.5404,-122.387,1640.0,1321
4077800026,14 May 2017,715000.0,4,1.75,3420.0,7200.0,1.0,No,Thrice,Excellent,8,1770.0,1650,71,0,98125.0,47.7081,-122.277,2450.0,6200
9324800450,14 October 2017,560000.0,3,1.5,2790.0,6900.0,1.0,No,Twice,Fair,8,1700.0,1090,63,0,98125.0,47.7328,-122.288,2410.0,8100
1250201194,14 November 2017,449000.0,3,1.75,1270.0,6600.0,1.5,No,None,Excellent,7,1270.0,0,115,0,98144.0,47.5976,-122.295,1490.0,3600
2597520580,14 October 2017,805000.0,4,2.5,2910.0,9000.0,2.0,No,None,Fair,9,2910.0,0,29,0,98006.0,47.5451,-122.14200000000001,2530.0,9000
6679000720,14 September 2017,296000.0,3,2.5,1560.0,5845.0,2.0,No,None,Fair,7,1560.0,0,15,0,98038.0,47.3851,-122.029,1860.0,5752
7312400325,14 June 2017,275000.0,2,1.0,770.0,4840.0,1.0,No,None,Good,7,770.0,0,91,0,98126.0,47.551,-122.376,930.0,4840
2473500110,15 January 2016,419950.0,3,1.75,1770.0,16909.0,1.0,No,None,Excellent,8,1770.0,0,41,0,98058.0,47.4458,-122.134,1960.0,9100
1773100123,14 October 2017,285000.0,3,1.75,1100.0,1307.0,2.0,No,None,Fair,7,780.0,320,10,0,98106.0,47.5601,-122.363,1170.0,4800
6791050100,14 July 2017,775000.0,3,2.5,2890.0,8470.0,2.0,No,None,Fair,10,2890.0,0,22,0,98075.0,47.5785,-122.054,3000.0,8879
1823059106,15 April 2016,288250.0,3,1.75,2110.0,15400.0,1.0,No,None,Fair,7,1380.0,730,55,0,98178.0,47.4861,-122.226,2110.0,9800
3644100065,15 April 2016,257000.0,2,1.75,1220.0,2268.0,1.0,No,None,Good,6,610.0,610,109,0,98144.0,47.592,-122.295,1240.0,1675
5652601075,14 August 2017,377000.0,1,1.0,950.0,10585.0,1.5,No,None,Fair,6,950.0,0,89,0,98115.0,47.6968,-122.29700000000001,1400.0,7056
2769601250,15 May 2016,550000.0,2,1.0,1420.0,3100.0,1.0,No,None,Fair,7,820.0,600,94,0,98107.0,47.6737,-122.365,1420.0,3915
9842300540,14 June 2017,339000.0,3,1.0,1100.0,4128.0,1.0,No,None,Good,7,720.0,380,76,0,98126.0,47.5296,-122.37899999999999,1510.0,4538
7818700410,14 November 2017,481500.0,3,1.75,2140.0,6000.0,1.0,No,None,Fair,7,1070.0,1070,70,0,98117.0,47.6913,-122.366,1240.0,4650
5437810360,14 November 2017,224500.0,3,1.75,1300.0,7735.0,1.0,No,None,Good,7,1300.0,0,38,0,98022.0,47.1983,-122.0,1300.0,8941
5163700085,14 August 2017,260000.0,3,1.0,1790.0,11884.0,1.0,No,None,Fair,7,1790.0,0,67,0,98031.0,47.3887,-122.22,1660.0,11513
1794500360,15 April 2016,865000.0,2,1.0,1470.0,5400.0,1.5,No,None,Fair,8,1470.0,0,106,0,98119.0,47.6391,-122.36,1760.0,3573
1777600450,15 May 2016,730000.0,5,3.0,2500.0,11779.0,1.0,No,None,Good,8,1550.0,950,47,0,98006.0,47.5696,-122.12700000000001,2580.0,12055
4083800555,15 March 2016,550000.0,2,1.0,980.0,3080.0,1.5,No,None,Fair,7,980.0,0,108,1946,98103.0,47.6646,-122.339,1450.0,3333
3359500096,14 August 2017,645000.0,3,2.0,2130.0,4000.0,2.0,No,None,Fair,7,2130.0,0,110,0,98115.0,47.6741,-122.323,2010.0,4000
4024100090,14 October 2017,250000.0,3,1.75,1360.0,16000.0,1.0,No,None,Fair,7,1360.0,0,40,0,98155.0,47.7583,-122.306,1360.0,12939
7228501910,15 January 2016,507200.0,3,3.5,1630.0,1329.0,2.0,No,None,Fair,9,1360.0,270,18,0,98122.0,47.6159,-122.306,1580.0,1319
7183000120,14 August 2017,380000.0,4,2.5,2500.0,11070.0,1.0,No,Twice,Good,8,1300.0,1200,54,0,98003.0,47.33600000000001,-122.334,2500.0,11070
7527000090,14 August 2017,540000.0,4,1.75,2260.0,19500.0,1.0,No,Twice,Fair,8,1450.0,810,47,0,98074.0,47.6555,-122.086,2980.0,19500
8682281080,14 June 2017,738500.0,3,2.5,2300.0,6009.0,1.0,No,None,Fair,8,2300.0,0,13,0,98053.0,47.7067,-122.01299999999999,1640.0,5931
2525310040,15 January 2016,206000.0,3,1.0,1060.0,10350.0,1.0,No,None,Good,7,1060.0,0,38,0,98038.0,47.365,-122.02799999999999,1500.0,9660
5589300210,15 March 2016,265000.0,2,1.0,940.0,9458.0,1.0,No,None,Fair,6,940.0,0,70,0,98155.0,47.7523,-122.311,1450.0,9458
4008400515,15 January 2016,190000.0,1,0.75,780.0,77603.0,1.0,No,None,Bad,5,780.0,0,73,0,98058.0,47.4396,-122.104,1750.0,30847
3268000040,14 June 2017,339900.0,3,1.0,1200.0,9087.0,1.0,No,None,Excellent,7,1200.0,0,49,0,98056.0,47.5234,-122.177,1250.0,11826
1022059123,14 December 2017,250000.0,6,2.5,2590.0,10890.0,1.0,No,None,Good,7,1340.0,1250,48,0,98042.0,47.4126,-122.165,2474.0,10454
3013300968,14 August 2017,416500.0,3,1.0,1100.0,4184.0,1.0,No,None,Good,7,1100.0,0,53,0,98136.0,47.5309,-122.382,1630.0,4366
7853220740,15 April 2016,575000.0,4,2.5,2890.0,9775.0,2.0,No,Twice,Fair,8,2890.0,0,14,0,98065.0,47.5339,-121.854,2640.0,7184
3574801490,14 June 2017,385000.0,3,1.75,1230.0,7500.0,1.0,No,None,Fair,7,1230.0,0,31,0,98034.0,47.7316,-122.22399999999999,1930.0,8747
2987400025,14 October 2017,253000.0,3,1.0,1030.0,6250.0,1.0,No,None,Fair,7,1030.0,0,58,1997,98056.0,47.4988,-122.16799999999999,1160.0,7250
625049313,14 September 2017,460000.0,3,1.0,1140.0,4600.0,1.0,No,None,Fair,7,1140.0,0,76,0,98103.0,47.6897,-122.337,1370.0,5000
6169901085,14 August 2017,1129575.0,4,2.5,3200.0,3600.0,3.0,No,Thrice,Good,9,2600.0,600,21,0,98119.0,47.632,-122.369,2490.0,4080
9212900300,15 March 2016,492000.0,2,1.0,950.0,6000.0,1.0,No,None,Fair,7,950.0,0,76,0,98115.0,47.6897,-122.294,1440.0,6000
2520069100,14 October 2017,275000.0,4,2.0,1960.0,30480.0,1.0,No,Twice,Good,7,1060.0,900,46,0,98022.0,47.1924,-121.988,1460.0,8914
2623069031,14 May 2017,542500.0,5,3.25,3010.0,1074218.0,1.5,No,None,Excellent,8,2010.0,1000,87,0,98027.0,47.4564,-122.00399999999999,2450.0,68825
7625703945,14 July 2017,345000.0,2,1.0,1080.0,7775.0,1.0,No,None,Fair,6,1080.0,0,63,0,98136.0,47.5447,-122.39399999999999,1730.0,7350
9238480120,15 April 2016,575000.0,4,2.75,2730.0,35075.0,1.0,No,None,Fair,8,1530.0,1200,39,0,98072.0,47.7726,-122.139,2310.0,35000
626049058,15 May 2016,275000.0,5,2.5,2570.0,17234.0,1.0,No,None,Fair,7,1300.0,1270,59,0,98133.0,47.7753,-122.355,1760.0,7969
125059138,14 July 2017,510000.0,6,4.5,3300.0,7561.0,2.0,No,None,Fair,8,3300.0,0,38,0,98052.0,47.6795,-122.104,2470.0,7561
9185700485,15 April 2016,1129575.0,4,3.5,4350.0,6000.0,2.0,No,None,Excellent,10,2970.0,1380,110,0,98112.0,47.6277,-122.286,4190.0,7200
2523089110,14 September 2017,830000.0,3,3.5,3820.0,145054.0,2.0,No,Thrice,Fair,9,2870.0,950,19,0,98045.0,47.4419,-121.736,2500.0,95950
3825310540,14 November 2017,640000.0,4,2.5,2260.0,5172.0,2.0,No,None,Fair,9,2260.0,0,14,0,98052.0,47.7047,-122.12799999999999,2680.0,5172
7202340590,14 October 2017,702000.0,4,2.75,3880.0,15025.0,2.0,No,None,Fair,7,3880.0,0,14,0,98053.0,47.6777,-122.035,2620.0,5300
1952200410,14 November 2017,960000.0,3,2.5,2010.0,6857.0,1.0,No,None,Good,9,1450.0,560,63,0,98102.0,47.6402,-122.314,2380.0,6370
7137900410,15 April 2016,190000.0,3,1.0,950.0,7610.0,1.0,No,None,Fair,7,950.0,0,35,0,98092.0,47.3188,-122.17399999999999,1360.0,7938
7105600085,14 October 2017,500000.0,3,2.25,1730.0,13040.0,1.0,No,None,Good,8,1290.0,440,30,0,98052.0,47.6809,-122.119,1730.0,11016
1461200040,14 July 2017,529000.0,3,2.5,3070.0,22098.0,2.0,No,None,Fair,9,3070.0,0,23,0,98059.0,47.4724,-122.147,3070.0,21803
6675500035,14 June 2017,435000.0,3,1.75,1500.0,8173.0,1.0,No,None,Fair,7,1500.0,0,21,0,98034.0,47.7293,-122.227,1970.0,8173
4322500110,15 March 2016,670000.0,3,1.75,2160.0,5760.0,1.0,No,None,Good,8,1260.0,900,64,0,98136.0,47.5346,-122.391,2090.0,5760
6064800090,15 May 2016,365000.0,3,2.25,1960.0,1985.0,2.0,No,None,Fair,7,1750.0,210,15,0,98118.0,47.5419,-122.289,1760.0,1985
8085400355,14 December 2017,1129575.0,5,3.0,3950.0,9520.0,1.0,No,None,Fair,9,2250.0,1700,65,2002,98004.0,47.6363,-122.20700000000001,1890.0,9520
943100220,14 September 2017,465000.0,3,1.0,1100.0,145490.0,1.5,No,None,Good,6,1100.0,0,103,0,98024.0,47.5697,-121.898,1100.0,11610
854000165,15 January 2016,285000.0,3,1.5,1400.0,7582.0,1.0,No,None,Fair,7,1400.0,0,62,0,98148.0,47.4536,-122.33,1280.0,7872
1443500905,15 February 2016,219950.0,3,1.0,1020.0,4960.0,1.5,No,None,Fair,6,920.0,100,92,0,98118.0,47.5328,-122.275,1230.0,7335
4031700210,14 November 2017,220000.0,3,1.5,1600.0,10548.0,1.0,No,None,Good,7,1600.0,0,56,0,98001.0,47.2925,-122.28399999999999,2880.0,13609
6169900580,14 July 2017,1129575.0,6,4.5,4230.0,6420.0,2.0,No,Thrice,Good,8,2360.0,1870,102,0,98119.0,47.6301,-122.369,3450.0,4085
4232401265,14 October 2017,1110000.0,5,3.5,3090.0,3600.0,2.0,No,None,Fair,9,2060.0,1030,18,0,98112.0,47.6217,-122.309,2240.0,3904
8682290410,15 April 2016,694000.0,2,2.5,2320.0,9311.0,1.0,No,None,Fair,8,2320.0,0,11,0,98053.0,47.7226,-122.03,1680.0,4765
3904902430,15 April 2016,620000.0,3,2.5,2440.0,10363.0,2.0,No,None,Fair,9,2440.0,0,30,0,98029.0,47.5634,-122.016,2500.0,10728
114101540,14 August 2017,415000.0,3,1.0,2020.0,19210.0,1.0,No,None,Fair,6,1760.0,260,69,0,98028.0,47.7552,-122.229,1780.0,14469
1025069106,15 February 2016,765000.0,3,3.0,3270.0,38088.0,2.0,No,None,Fair,10,3270.0,0,26,0,98053.0,47.6692,-122.02799999999999,1870.0,37457
3179101945,14 July 2017,864000.0,4,1.75,2260.0,6600.0,1.0,No,None,Excellent,8,1220.0,1040,70,0,98115.0,47.6753,-122.27799999999999,2240.0,6600
3083000355,14 December 2017,385000.0,5,2.0,2020.0,4000.0,2.0,No,None,Fair,7,2020.0,0,68,0,98144.0,47.5799,-122.305,1960.0,4000
1741700040,15 January 2016,725000.0,3,1.0,1000.0,19969.0,1.0,No,None,Fair,7,1000.0,0,67,0,98033.0,47.6745,-122.197,1370.0,7962
1828001130,14 June 2017,545000.0,4,2.25,2030.0,11585.0,1.0,No,None,Good,7,1590.0,440,51,0,98052.0,47.6561,-122.13,1960.0,8977
3211580210,15 April 2016,299900.0,3,1.75,1730.0,9893.0,1.0,No,None,Good,9,1730.0,0,30,0,98042.0,47.3747,-122.164,2120.0,9108
1036000610,15 May 2016,639500.0,3,1.75,2010.0,8072.0,1.0,No,None,Good,8,2010.0,0,44,0,98052.0,47.6327,-122.09700000000001,2030.0,8055
3378100100,15 March 2016,345000.0,4,1.5,1540.0,7168.0,1.0,No,None,Fair,7,1160.0,380,54,0,98055.0,47.455,-122.198,1540.0,7176
9286000150,15 March 2016,1129575.0,6,4.0,5330.0,18116.0,2.0,No,None,Fair,10,3950.0,1380,18,0,98006.0,47.5503,-122.137,4590.0,16900
7254200040,15 March 2016,345000.0,2,1.0,960.0,2700.0,1.0,No,None,Fair,6,780.0,180,114,0,98144.0,47.6013,-122.29899999999999,1400.0,3000
8827900690,15 April 2016,600000.0,3,2.0,1460.0,2800.0,1.0,No,None,Good,7,730.0,730,97,0,98105.0,47.67,-122.295,1780.0,4560
9202500150,14 November 2017,355000.0,4,1.75,2160.0,7417.0,1.0,No,None,Good,7,1360.0,800,35,0,98056.0,47.5122,-122.181,1880.0,8022
1786810040,14 September 2017,698000.0,3,2.75,2640.0,11957.0,1.5,No,None,Fair,9,2260.0,380,40,0,98052.0,47.6491,-122.12,2640.0,12641
8078410210,14 June 2017,566000.0,4,2.25,2170.0,7737.0,2.0,No,None,Fair,8,2170.0,0,31,0,98074.0,47.637,-122.029,1850.0,8869
3905100210,14 July 2017,449950.0,3,2.5,1530.0,3840.0,2.0,No,None,Fair,8,1530.0,0,24,0,98029.0,47.5691,-122.007,1720.0,3985
5592900015,15 January 2016,404600.0,3,1.0,1570.0,7727.0,1.0,No,Twice,Good,8,1270.0,300,60,0,98056.0,47.4821,-122.19200000000001,2440.0,7727
7522700110,14 June 2017,258000.0,3,1.0,1490.0,7435.0,1.0,No,None,Fair,7,1120.0,370,49,0,98198.0,47.368,-122.314,1490.0,7530
5253300243,15 April 2016,415000.0,4,2.0,1960.0,10559.0,2.0,No,None,Good,7,1960.0,0,63,0,98133.0,47.7494,-122.337,1580.0,7769
6669020490,14 August 2017,320000.0,4,2.25,2190.0,9020.0,2.0,No,None,Fair,8,2190.0,0,40,0,98032.0,47.3742,-122.28399999999999,2170.0,8400
5104510540,14 November 2017,295000.0,3,2.5,1690.0,4102.0,2.0,No,None,Fair,7,1690.0,0,15,0,98038.0,47.3552,-122.015,1830.0,4733
3579700100,14 May 2017,389000.0,5,2.0,2330.0,10750.0,1.0,No,None,Good,7,1190.0,1140,56,0,98028.0,47.7325,-122.245,1830.0,10180
8643200035,14 August 2017,299900.0,3,1.75,1470.0,27000.0,1.0,No,None,Fair,7,1470.0,0,60,0,98198.0,47.3943,-122.311,2230.0,14186
2781250100,15 April 2016,394000.0,3,2.5,2550.0,5349.0,2.0,No,None,Fair,7,2550.0,0,14,0,98038.0,47.3504,-122.02600000000001,2640.0,5400
3885807255,15 February 2016,762000.0,4,2.0,2130.0,5500.0,1.5,No,None,Excellent,7,2130.0,0,79,0,98033.0,47.6807,-122.199,1490.0,6000
1774230090,14 June 2017,697000.0,4,2.75,3650.0,48351.0,1.5,No,None,Good,8,3650.0,0,40,0,98077.0,47.7632,-122.089,2820.0,53143
3521069146,15 March 2016,485000.0,3,2.5,3340.0,70131.0,2.0,No,None,Fair,9,2420.0,920,24,0,98022.0,47.2666,-122.015,2760.0,116740
424500100,14 October 2017,189900.0,2,1.0,800.0,5600.0,1.0,No,None,Excellent,6,800.0,0,63,0,98056.0,47.4959,-122.17200000000001,1100.0,6000
3761700053,15 January 2016,1129575.0,3,2.75,3470.0,9610.0,3.0,Yes,Four,Fair,10,3470.0,0,29,2000,98034.0,47.7205,-122.26,4130.0,11875
2685600090,14 November 2017,345000.0,3,1.5,1030.0,6969.0,1.0,No,None,Good,6,1030.0,0,97,0,98108.0,47.5492,-122.3,1420.0,6000
6381500065,14 July 2017,376500.0,3,2.0,1630.0,7800.0,1.0,No,None,Excellent,7,1630.0,0,68,0,98125.0,47.7326,-122.307,1470.0,7800
9294300515,14 October 2017,775000.0,3,2.0,2010.0,7017.0,2.0,No,Thrice,Fair,7,2010.0,0,67,1988,98115.0,47.6828,-122.26700000000001,2450.0,6045
2769602840,14 October 2017,450000.0,3,1.0,1360.0,3737.0,1.5,No,None,Good,6,1360.0,0,108,0,98107.0,47.6751,-122.36200000000001,1820.0,4500
2526039156,14 December 2017,760000.0,4,2.25,2040.0,8315.0,1.0,No,None,Good,8,1480.0,560,60,0,98177.0,47.7077,-122.37100000000001,2330.0,8940
7852140100,14 October 2017,569000.0,4,2.5,2830.0,10954.0,2.0,No,None,Fair,8,2830.0,0,15,0,98065.0,47.5396,-121.882,2470.0,10443
5522600205,14 September 2017,500000.0,3,1.5,2040.0,6750.0,1.0,No,None,Fair,7,1280.0,760,68,0,98117.0,47.7013,-122.369,1970.0,6750
1370802620,14 December 2017,592500.0,2,2.0,1340.0,5350.0,1.5,No,None,Fair,8,1340.0,0,77,0,98199.0,47.6384,-122.40299999999999,2210.0,5350
8079100210,15 March 2016,620000.0,4,2.5,2130.0,9139.0,2.0,No,None,Fair,9,2130.0,0,30,0,98029.0,47.5648,-122.01,2150.0,8178
644200040,14 May 2017,1000000.0,5,4.25,3920.0,16258.0,2.0,No,None,Fair,9,2900.0,1020,28,0,98004.0,47.5871,-122.19200000000001,2540.0,12131
9808640090,15 March 2016,815000.0,3,2.5,2415.0,2186.0,2.0,No,Once,Fair,9,2415.0,0,37,0,98033.0,47.6506,-122.20200000000001,2660.0,2165
5104531120,15 March 2016,775000.0,5,2.75,3750.0,12077.0,2.0,No,Four,Fair,10,3750.0,0,13,0,98038.0,47.3525,-122.00200000000001,3120.0,7255
3575303970,14 July 2017,340000.0,3,1.0,1010.0,7500.0,1.0,No,None,Good,7,1010.0,0,43,0,98074.0,47.6169,-122.06200000000001,1230.0,7500
6413100090,14 September 2017,458000.0,2,1.75,990.0,5850.0,1.0,No,None,Good,6,990.0,0,76,0,98125.0,47.7132,-122.321,840.0,6110
2475200870,14 September 2017,250000.0,2,1.5,1200.0,5773.0,2.0,No,None,Fair,7,1200.0,0,33,0,98055.0,47.4723,-122.19,1530.0,4576
3423059081,14 October 2017,151600.0,2,1.0,1060.0,16988.0,1.0,No,None,Fair,6,1060.0,0,64,0,98058.0,47.4305,-122.15700000000001,2320.0,10580
1137410040,14 May 2017,515000.0,4,2.5,3200.0,6473.0,2.0,No,None,Fair,7,3200.0,0,13,0,98059.0,47.5012,-122.15,2480.0,6140
3352400330,15 March 2016,216000.0,2,1.0,1810.0,10360.0,1.0,No,None,Fair,6,1010.0,800,72,0,98178.0,47.5039,-122.266,1810.0,10360
2781320100,15 March 2016,245000.0,3,1.75,1670.0,24650.0,1.0,No,None,Good,7,1670.0,0,44,0,98022.0,47.1764,-122.02600000000001,1810.0,19465
8894000040,14 June 2017,645000.0,3,2.75,1850.0,16960.0,1.0,No,Twice,Good,8,1850.0,0,65,0,98177.0,47.7128,-122.365,2470.0,13761
3333000775,14 September 2017,249900.0,3,1.0,1100.0,5000.0,1.0,No,None,Fair,7,1100.0,0,58,0,98118.0,47.5433,-122.28299999999999,1020.0,5000
9274204230,14 July 2017,410000.0,3,1.75,1660.0,6250.0,1.0,No,None,Fair,7,830.0,830,38,0,98116.0,47.5859,-122.385,1660.0,5750
3972900025,15 March 2016,499000.0,6,1.75,2400.0,7500.0,1.5,No,None,Fair,7,1400.0,1000,43,0,98155.0,47.7661,-122.31299999999999,1980.0,7500
1159400220,14 May 2017,790000.0,5,3.25,2900.0,12160.0,1.0,No,None,Good,8,1890.0,1010,51,0,98005.0,47.6154,-122.16799999999999,2590.0,12160
3876313030,14 May 2017,458000.0,1,2.25,2140.0,10350.0,1.0,No,None,Fair,7,1470.0,670,42,0,98072.0,47.7352,-122.17,1980.0,8400
2856100515,14 August 2017,925000.0,4,2.5,2670.0,5100.0,2.0,No,None,Fair,8,1940.0,730,89,2010,98117.0,47.6768,-122.39,1470.0,4080
4239400730,14 June 2017,152000.0,3,1.0,1090.0,3264.0,1.0,No,None,Good,6,1090.0,0,49,0,98092.0,47.3155,-122.182,1090.0,3330
1826059042,14 September 2017,402000.0,3,2.5,1970.0,12205.0,2.0,No,None,Good,8,1970.0,0,28,0,98011.0,47.7397,-122.209,2640.0,9636
3869900155,15 March 2016,340000.0,2,2.0,1250.0,1178.0,2.0,No,None,Fair,7,980.0,270,22,0,98136.0,47.5426,-122.387,1270.0,1242
2600010220,15 March 2016,1129575.0,4,2.5,4040.0,11350.0,2.0,No,Twice,Good,10,3690.0,350,34,0,98006.0,47.559,-122.162,3770.0,12382
9290870040,14 November 2017,775000.0,4,2.5,3220.0,38448.0,2.0,No,None,Fair,10,3220.0,0,25,0,98053.0,47.6854,-122.053,3090.0,38448
5347200175,15 March 2016,299800.0,2,1.0,1310.0,2814.0,1.0,No,None,Fair,6,810.0,500,74,0,98126.0,47.5185,-122.376,1300.0,1344
3810000455,14 September 2017,340000.0,4,2.25,2060.0,8400.0,1.0,No,None,Fair,7,1300.0,760,58,0,98178.0,47.4984,-122.23,1990.0,7383
1962200037,14 May 2017,626000.0,3,2.25,1750.0,1572.0,2.5,No,None,Fair,9,1470.0,280,13,0,98102.0,47.6498,-122.321,2410.0,3050
795001930,14 October 2017,324950.0,2,1.0,1150.0,9186.0,1.0,No,None,Fair,7,1150.0,0,72,0,98168.0,47.5081,-122.33,1390.0,10690
3905080730,15 February 2016,535500.0,3,2.5,2050.0,4976.0,2.0,No,None,Fair,8,2050.0,0,24,0,98029.0,47.5689,-121.995,2050.0,5153
8651611110,14 September 2017,817500.0,3,3.25,3230.0,7639.0,2.0,No,None,Fair,10,3230.0,0,19,0,98074.0,47.6338,-122.06299999999999,3230.0,7772
5411600210,14 August 2017,810000.0,4,3.5,4170.0,4322.0,2.0,No,None,Fair,9,2940.0,1230,13,0,98074.0,47.6136,-122.041,2970.0,4922
7519000665,15 April 2016,565000.0,5,1.5,1940.0,3430.0,1.5,No,None,Good,6,1220.0,720,92,0,98117.0,47.6853,-122.36200000000001,1830.0,4120
4217400120,14 November 2017,978000.0,3,1.5,2390.0,4000.0,1.5,No,None,Fair,9,1690.0,700,82,0,98105.0,47.6604,-122.28,2350.0,4000
3586500665,15 January 2016,530000.0,3,1.0,1440.0,27505.0,1.0,No,None,Fair,8,1440.0,0,67,0,98177.0,47.7553,-122.37,2430.0,16400
2582500110,14 October 2017,305000.0,4,2.5,2230.0,6487.0,2.0,No,None,Fair,7,2230.0,0,15,0,98092.0,47.3287,-122.169,2230.0,6882
6749700031,14 June 2017,345000.0,3,2.5,1210.0,1420.0,3.0,No,None,Fair,8,1210.0,0,10,0,98103.0,47.6977,-122.34899999999999,1190.0,1407
4136800205,15 February 2016,258000.0,2,2.0,750.0,6553.0,1.5,No,Twice,Fair,7,750.0,0,73,0,98178.0,47.4982,-122.221,1140.0,7500
3438503120,15 March 2016,275000.0,4,1.0,1770.0,7345.0,1.5,No,None,Fair,7,1770.0,0,52,0,98106.0,47.5393,-122.351,1580.0,7345
1922069089,15 March 2016,310000.0,3,1.0,1020.0,55756.0,1.0,No,None,Fair,7,1020.0,0,57,0,98042.0,47.3836,-122.08200000000001,1490.0,12745
4099501215,14 June 2017,713250.0,3,2.0,2050.0,9000.0,1.0,No,None,Good,7,2050.0,0,67,0,98040.0,47.5885,-122.245,2910.0,8856
3325069025,15 May 2016,500000.0,3,1.0,2000.0,21780.0,1.0,No,None,Fair,8,1480.0,520,40,0,98074.0,47.6064,-122.039,2000.0,45738
4058200985,14 September 2017,472000.0,3,1.75,2180.0,7200.0,1.0,No,Thrice,Good,8,1090.0,1090,64,0,98178.0,47.5044,-122.235,2180.0,7140
3031200246,14 July 2017,250000.0,3,1.0,920.0,4429.0,1.0,No,None,Fair,7,920.0,0,66,0,98118.0,47.5369,-122.291,1320.0,7860
624101110,14 October 2017,725000.0,4,2.25,3440.0,14237.0,2.0,No,None,Fair,9,3440.0,0,36,0,98077.0,47.7241,-122.065,3250.0,18365
4046700210,14 June 2017,345000.0,3,2.0,1610.0,15005.0,1.0,No,None,Good,7,1610.0,0,32,0,98014.0,47.6886,-121.911,1610.0,15479
